# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 10:26:03 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01474500 Schuylkill River at Philadelphia, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01474500
#            TS   parameter     statistic     Description
#        118500       00060     00003     Discharge, cubic feet per second (Mean)
#        118501       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118502       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118503       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118504       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118505       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118506       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        118507       00010     00001     Temperature, water, degrees Celsius (Maximum), [(2)]
#        118508       00010     00002     Temperature, water, degrees Celsius (Minimum), [(2)]
#        118509       00010     00003     Temperature, water, degrees Celsius (Mean), [(2)]
#        118510       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118511       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118513       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        118514       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#        118515       00011     00001     Temperature, water, degrees Fahrenheit (Maximum)
#        118516       00011     00002     Temperature, water, degrees Fahrenheit (Minimum)
#        118517       00011     00003     Temperature, water, degrees Fahrenheit (Mean)
#        251571       00010     00003     Temperature, water, degrees Celsius (Mean)
#        251572       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        251573       00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	118500_00060_00003	118500_00060_00003_cd	118501_00095_00001	118501_00095_00001_cd	118502_00095_00002	118502_00095_00002_cd	118503_00095_00003	118503_00095_00003_cd	118504_00300_00001	118504_00300_00001_cd	118505_00300_00002	118505_00300_00002_cd	118506_00300_00003	118506_00300_00003_cd	118507_00010_00001	118507_00010_00001_cd	118508_00010_00002	118508_00010_00002_cd	118509_00010_00003	118509_00010_00003_cd	118510_00400_00001	118510_00400_00001_cd	118511_00400_00002	118511_00400_00002_cd	118513_80154_00003	118513_80154_00003_cd	118514_80155_00003	118514_80155_00003_cd	118515_00011_00001	118515_00011_00001_cd	118516_00011_00002	118516_00011_00002_cd	118517_00011_00003	118517_00011_00003_cd	251571_00010_00003	251571_00010_00003_cd	251572_00010_00001	251572_00010_00001_cd	251573_00010_00002	251573_00010_00002_cd
USGS	01474500	1977-07-13	1640	A	412	A	363	A	384	A							29.0	A	27.0	A	28.0	A	7.1	A	7.0	A																
USGS	01474500	1977-07-14	1530	A	447	A	418	A	434	A							30.5	A	28.0	A	29.0	A	7.1	A	7.0	A																
USGS	01474500	1977-07-15	987	A	486	A	433	A	457	A							29.5	A	28.0	A	28.5	A	8.0	A	7.1	A																
USGS	01474500	1977-07-16	668	A	433	A	402	A	415	A							30.0	A	28.5	A	29.5	A	7.7	A	7.2	A																
USGS	01474500	1977-07-17	556	A	402	A	346	A	380	A							31.0	A	30.0	A	30.5	A	7.3	A	7.1	A																
USGS	01474500	1977-07-18	515	A	348	A	299	A	329	A							32.0	A	30.0	A	31.0	A	8.3	A	7.0	A																
USGS	01474500	1977-07-19	623	A	367	A	316	A	343	A							32.5	A	30.5	A	31.5	A	9.0	A	7.7	A																
USGS	01474500	1977-07-20	662	A	379	A	369	A	375	A							32.0	A	31.0	A	31.5	A	9.0	A	8.6	A																
USGS	01474500	1977-07-21	1260	A	410	A	378	A	397	A							32.5	A	31.0	A	31.5	A	9.1	A	8.2	A																
USGS	01474500	1977-07-22	964	A	461	A	413	A	446	A							31.5	A	30.0	A	31.0	A	8.8	A	8.3	A																
USGS	01474500	1977-07-23	682	A	466	A	460	A	462	A							30.0	A	28.5	A	29.0	A	8.4	A	7.7	A																
USGS	01474500	1977-07-24	567	A	467	A	453	A	461	A							29.5	A	28.0	A	29.0	A	9.0	A	7.3	A																
USGS	01474500	1977-07-25	559	A	463	A	453	A	458	A							29.0	A	27.5	A	28.0	A	8.9	A	8.6	A																
USGS	01474500	1977-07-26	711	A	456	A	398	A	423	A							28.5	A	27.0	A	27.5	A	9.0	A	8.0	A																
USGS	01474500	1977-07-27	713	A	445	A	426	A	437	A							28.0	A	26.0	A	27.0	A	9.3	A	8.6	A																
USGS	01474500	1977-07-28	595	A	465	A	443	A	455	A							28.0	A	26.0	A	27.0	A	9.2	A	8.4	A																
USGS	01474500	1977-07-29	462	A	467	A	441	A	453	A							27.5	A	25.5	A	26.5	A	9.1	A	8.4	A																
USGS	01474500	1977-07-30	500	A	448	A	436	A	442	A							27.0	A	26.0	A	26.5	A	9.0	A	8.2	A																
USGS	01474500	1977-07-31	488	A	447	A	430	A	439	A							27.5	A	26.0	A	27.0	A	8.7	A	7.9	A																
USGS	01474500	1977-08-01	746	A	483	A	399	A	436	A							27.0	A	26.0	A	26.5	A																				
USGS	01474500	1977-08-02	1170	A	444	A	312	A	395	A							28.0	A	25.0	A	26.5	A	8.4	A	7.8	A																
USGS	01474500	1977-08-03	887	A	459	A	444	A	454	A							27.5	A	27.0	A	27.0	A	8.1	A	7.3	A																
USGS	01474500	1977-08-04	987	A	447	A	422	A	434	A							28.5	A	26.0	A	27.5	A	8.1	A	7.1	A																
USGS	01474500	1977-08-05	1170	A	447	A	417	A	433	A							29.0	A	27.5	A	28.5	A	8.5	A	7.6	A																
USGS	01474500	1977-08-06	813	A	445	A	414	A	430	A							29.5	A	28.0	A	29.0	A	8.3	A	7.4	A																
USGS	01474500	1977-08-07	861	A	421	A	393	A	404	A							30.0	A	29.0	A	29.5	A	7.4	A	7.1	A																
USGS	01474500	1977-08-08	903	A	457	A	419	A	436	A							31.0	A	29.5	A	30.0	A	8.1	A	7.2	A																
USGS	01474500	1977-08-09	744	A	444	A	420	A	430	A							30.5	A	29.5	A	30.0	A	7.8	A	7.2	A																
USGS	01474500	1977-08-10	836	A	454	A	425	A	436	A							30.0	A	29.0	A	29.5	A	7.5	A	7.1	A																
USGS	01474500	1977-08-11	1020	A	481	A	459	A	472	A							30.5	A	29.0	A	29.5	A	7.9	A	7.1	A																
USGS	01474500	1977-08-12	1180	A	482	A	441	A	465	A							30.0	A	29.5	A	30.0	A	7.8	A	7.1	A																
USGS	01474500	1977-08-13	1110	A	463	A	452	A	456	A							29.5	A	28.5	A	29.0	A	7.4	A	7.2	A																
USGS	01474500	1977-08-14	1910	A	465	A	433	A	449	A							28.5	A	28.0	A	28.5	A	7.2	A	7.0	A																
USGS	01474500	1977-08-15	1580	A	459	A	431	A	447	A							28.5	A	27.5	A	28.0	A	7.0	A	6.9	A																
USGS	01474500	1977-08-16	1010	A	429	A	392	A	408	A							28.0	A	27.5	A	28.0	A	7.4	A	6.9	A																
USGS	01474500	1977-08-17	878	A	404	A	396	A	401	A							27.5	A	27.0	A	27.5	A	7.2	A	7.0	A																
USGS	01474500	1977-08-18	988	A	395	A	360	A	369	A							27.0	A	26.5	A	27.0	A	7.2	A	7.0	A																
USGS	01474500	1977-08-19	994	A	367	A	335	A	349	A							27.0	A	25.5	A	26.0	A	7.4	A	7.0	A																
USGS	01474500	1977-08-20	797	A	347	A	334	A	340	A							26.5	A	25.5	A	26.0	A	7.5	A	7.1	A																
USGS	01474500	1977-08-21	629	A	348	A	340	A	346	A							26.0	A	25.0	A	25.5	A	8.2	A	7.2	A																
USGS	01474500	1977-08-22	1350	A	352	A	316	A	334	A							25.5	A	24.5	A	25.0	A	8.2	A	7.3	A																
USGS	01474500	1977-08-23	920	A	380	A	341	A	370	A							25.5	A	24.5	A	25.0	A	8.0	A	7.3	A																
USGS	01474500	1977-08-24	983	A	380	A	353	A	366	A							25.0	A	24.5	A	25.0	A	7.6	A	7.2	A																
USGS	01474500	1977-08-25	796	A	370	A	356	A	365	A							25.0	A	24.0	A	24.5	A	7.5	A	7.0	A																
USGS	01474500	1977-08-26	711	A	401	A	365	A	380	A							25.5	A	23.5	A	24.5	A	7.9	A	7.2	A																
USGS	01474500	1977-08-27	614	A	422	A	400	A	412	A							26.0	A	24.0	A	25.0	A	8.0	A	7.4	A																
USGS	01474500	1977-08-28	566	A	426	A	417	A	423	A							27.0	A	25.0	A	26.0	A	8.2	A	7.3	A																
USGS	01474500	1977-08-29	513	A	425	A	411	A	418	A							28.0	A	26.5	A	27.0	A	8.7	A	7.7	A																
USGS	01474500	1977-08-30	490	A	428	A	414	A	420	A							28.5	A	27.0	A	27.5	A	8.7	A	7.9	A																
USGS	01474500	1977-08-31	517	A	457	A	414	A	426	A							29.0	A	27.5	A	28.0	A	8.4	A	7.5	A																
USGS	01474500	1977-09-01	966	A	424	A	413	A	418	A							28.5	A	27.5	A	28.0	A	7.9	A	7.2	A																
USGS	01474500	1977-09-02	642	A	429	A	411	A	420	A							29.0	A	28.0	A	28.5	A	7.9	A	7.3	A																
USGS	01474500	1977-09-03	468	A	433	A	413	A	423	A							29.5	A	28.5	A	29.0	A	7.6	A	7.4	A																
USGS	01474500	1977-09-04	477	A	436	A	427	A	432	A							29.0	A	28.0	A	28.5	A	7.8	A	7.3	A																
USGS	01474500	1977-09-05	582	A	432	A	406	A	421	A							28.5	A	27.5	A	28.0	A	7.8	A	7.5	A																
USGS	01474500	1977-09-06	612	A	411	A	379	A	399	A	10.9	A	7.3	A	9.0	A	29.0	A	27.5	A	28.0	A	8.4	A	7.7	A																
USGS	01474500	1977-09-07	539	A	411	A	382	A	396	A	8.2	A	5.4	A	6.7	A	28.0	A	26.5	A	27.0	A	7.8	A	7.3	A																
USGS	01474500	1977-09-08	438	A	462	A	393	A	435	A	9.0	A	4.8	A	6.8	A	27.0	A	25.5	A	26.5	A	8.0	A	7.2	A																
USGS	01474500	1977-09-09	390	A	478	A	461	A	468	A	9.2	A	4.8	A	6.9	A	26.5	A	25.5	A	26.0	A	7.9	A	7.3	A																
USGS	01474500	1977-09-10	409	A	494	A	476	A	486	A	9.1	A	5.7	A	6.8	A	26.0	A	25.0	A	25.5	A	7.8	A	7.3	A																
USGS	01474500	1977-09-11	381	A	493	A	477	A	486	A	11.0	A	7.2	A	9.1	A	26.0	A	25.0	A	25.5	A	8.1	A	7.4	A																
USGS	01474500	1977-09-12	365	A	505	A	484	A	494	A	9.7	A	6.8	A	8.5	A	25.0	A	24.0	A	24.0	A	7.9	A	7.4	A																
USGS	01474500	1977-09-13	345	A	503	A	492	A	497	A	9.7	A	8.0	A	8.8	A	24.0	A	23.5	A	24.0	A	7.9	A	7.6	A																
USGS	01474500	1977-09-14	319	A	495	A	490	A	493	A	8.2	A	7.0	A	7.6	A	23.5	A	23.0	A	23.5	A	7.8	A	7.6	A																
USGS	01474500	1977-09-15	315	A	498	A	490	A	493	A	8.3	A	6.9	A	7.6	A	23.5	A	22.5	A	23.0	A	7.8	A	7.5	A																
USGS	01474500	1977-09-16	359	A	513	A	496	A	503	A	7.3	A	5.3	A	6.4	A	22.5	A	22.0	A	22.5	A	7.6	A	7.4	A																
USGS	01474500	1977-09-17	471	A	532	A	512	A	522	A	7.9	A	6.3	A	7.0	A	23.0	A	22.0	A	22.5	A	7.7	A	7.4	A																
USGS	01474500	1977-09-18	633	A	544	A	530	A	535	A	7.4	A	5.9	A	6.6	A	24.0	A	23.0	A	23.5	A	7.7	A	7.4	A																
USGS	01474500	1977-09-19	857	A	605	A	495	A	551	A							25.0	A	23.5	A	24.0	A	7.6	A	7.3	A																
USGS	01474500	1977-09-20	1450	A	482	A	360	A	418	A	6.0	A	5.1	A	5.7	A	24.5	A	23.5	A	24.0	A	7.3	A	7.0	A																
USGS	01474500	1977-09-21	673	A	518	A	474	A	509	A	6.4	A	5.1	A	5.7	A	24.5	A	23.5	A	24.0	A	7.4	A	7.3	A																
USGS	01474500	1977-09-22	609	A	543	A	512	A	530	A	5.3	A	4.4	A	4.8	A	24.0	A	23.0	A	23.5	A	7.3	A	7.2	A																
USGS	01474500	1977-09-23	612	A	577	A	526	A	541	A	5.8	A	4.0	A	4.8	A	23.0	A	22.5	A	23.0	A	7.3	A	7.2	A																
USGS	01474500	1977-09-24	937	A	527	A	400	A	478	A	6.1	A	4.6	A	5.3	A	22.5	A	21.0	A	22.0	A	7.2	A	7.1	A																
USGS	01474500	1977-09-25	2040	A	467	A	412	A	436	A	6.8	A	5.7	A	6.3	A	21.5	A	20.0	A	20.5	A	7.2	A	7.2	A																
USGS	01474500	1977-09-26	2390	A	469	A	453	A	463	A	7.4	A	6.4	A	6.9	A	21.0	A	20.0	A	20.5	A	7.4	A	7.2	A																
USGS	01474500	1977-09-27	2270	A	469	A	430	A	444	A	7.5	A	7.0	A	7.2	A	21.0	A	20.0	A	20.5	A	7.4	A	7.3	A																
USGS	01474500	1977-09-28	2280	A	446	A	405	A	427	A	7.6	A	6.9	A	7.3	A	21.0	A	20.0	A	20.5	A	7.3	A	7.3	A																
USGS	01474500	1977-09-29	1720	A	457	A	425	A	439	A	7.8	A	6.4	A	7.2	A	21.0	A	20.0	A	20.5	A	7.4	A	7.2	A																
USGS	01474500	1977-09-30	1360	A	469	A	434	A	452	A							22.0	A	20.0	A	20.5	A	7.2	A	6.9	A																
USGS	01474500	1977-10-01	1120	A	445	A	417	A	427	A							20.5	A	20.0	A	20.5	A	7.2	A	7.1	A																
USGS	01474500	1977-10-02	1150	A	430	A	414	A	421	A							21.0	A	20.0	A	20.5	A	7.2	A	7.1	A																
USGS	01474500	1977-10-03	1900	A	422	A	359	A	389	A	8.8	A	8.0	A	8.6	A	20.0	A	19.0	A	19.5	A	7.5	A	7.2	A																
USGS	01474500	1977-10-04	1520	A	359	A	351	A	355	A	8.7	A	8.0	A	8.3	A	19.0	A	18.0	A	18.5	A	7.5	A	7.4	A																
USGS	01474500	1977-10-05	1250	A	374	A	358	A	366	A	8.7	A	8.1	A	8.4	A	18.5	A	17.5	A	18.0	A	7.5	A	7.4	A																
USGS	01474500	1977-10-06	1100	A	374	A	355	A	364	A	8.3	A	7.9	A	8.1	A	18.0	A	17.5	A	17.5	A	7.4	A	7.4	A																
USGS	01474500	1977-10-07	1030	A	362	A	355	A	357	A	8.5	A	7.8	A	8.2	A	18.0	A	17.0	A	17.5	A	7.4	A	7.3	A																
USGS	01474500	1977-10-08	1000	A	357	A	347	A	350	A	8.7	A	8.2	A	8.4	A	17.0	A	16.5	A	16.5	A	7.5	A	7.3	A																
USGS	01474500	1977-10-09	1600	A	349	A	333	A	342	A	8.3	A	8.1	A	8.2	A	17.0	A	16.5	A	16.5	A	7.4	A	7.3	A																
USGS	01474500	1977-10-10	3540	A	356	A	335	A	348	A	9.0	A	8.1	A	8.5	A	16.5	A	16.0	A	16.0	A	7.4	A	7.3	A																
USGS	01474500	1977-10-11	3920	A	360	A	317	A	340	A	9.3	A	8.8	A	9.1	A	16.0	A	15.0	A	15.5	A	7.5	A	7.4	A																
USGS	01474500	1977-10-12	2720	A	325	A	290	A	306	A	9.3	A	8.7	A	9.0	A	16.0	A	15.0	A	15.5	A	7.4	A	7.3	A																
USGS	01474500	1977-10-13	2110	A	300	A	290	A	296	A	8.8	A	7.6	A	8.3	A	15.5	A	15.0	A	15.0	A	7.4	A	7.3	A																
USGS	01474500	1977-10-14	1880	A	297	A	277	A	290	A	8.9	A	7.7	A	8.5	A	15.0	A	14.0	A	14.5	A	7.4	A	7.4	A																
USGS	01474500	1977-10-15	3240	A	284	A	270	A	277	A	8.5	A	8.5	A			14.5	A	13.5	A	14.0	A	7.4	A	7.3	A																
USGS	01474500	1977-10-16	4810	A	301	A	275	A	284	A							14.5	A	13.5	A	14.0	A	7.4	A	7.2	A																
USGS	01474500	1977-10-17	7460	A	288	A	217	A	252	A	10.3	A	9.9	A	10.1	A	13.0	A	12.0	A	12.5	A	7.4	A	7.2	A																
USGS	01474500	1977-10-18	8610	A	245	A	212	A	227	A	10.3	A	10.2	A	10.2	A	12.5	A	11.5	A	12.0	A	7.3	A	7.2	A																
USGS	01474500	1977-10-19	6240	A	217	A	205	A	211	A	10.3	A	10.1	A	10.2	A	12.5	A	12.0	A	12.0	A	7.2	A	7.1	A																
USGS	01474500	1977-10-20	5320	A	214	A	205	A	208	A	10.3	A	10.0	A	10.2	A	12.5	A	11.5	A	12.0	A	7.2	A	7.1	A																
USGS	01474500	1977-10-21	4210	A	232	A	212	A	224	A	10.1	A	9.7	A	9.9	A	13.5	A	12.0	A	12.5	A	7.2	A	7.2	A																
USGS	01474500	1977-10-22	3410	A	247	A	232	A	238	A							14.0	A	13.0	A	13.5	A	7.2	A	7.2	A																
USGS	01474500	1977-10-23	2900	A	263	A	242	A	252	A							14.5	A	13.5	A	14.0	A	7.2	A	7.2	A																
USGS	01474500	1977-10-24	2490	A	272	A	257	A	265	A							14.5	A	13.5	A	14.0	A	7.2	A	7.1	A																
USGS	01474500	1977-10-25	2180	A	289	A	254	A	269	A	11.4	A	10.7	A	10.9	A	14.5	A	13.5	A	14.0	A	7.3	A	7.2	A																
USGS	01474500	1977-10-26	1970	A	263	A	257	A	260	A	10.7	A	10.2	A	10.5	A	14.0	A	13.5	A	14.0	A	7.3	A	7.2	A																
USGS	01474500	1977-10-27	2140	A	278	A	262	A	266	A	10.2	A	9.8	A	10.0	A	15.5	A	14.0	A	15.0	A	7.3	A	7.2	A																
USGS	01474500	1977-10-28	2060	A	308	A	276	A	294	A	9.8	A	9.4	A	9.6	A	16.5	A	15.5	A	16.0	A	7.3	A	7.1	A																
USGS	01474500	1977-10-29	1750	A	341	A	308	A	324	A	9.7	A	9.2	A	9.4	A	16.5	A	15.5	A	16.0	A	7.3	A	7.2	A																
USGS	01474500	1977-10-30	1530	A	343	A	325	A	334	A	9.4	A	8.8	A	9.1	A	16.5	A	15.0	A	15.5	A	7.3	A	7.2	A																
USGS	01474500	1977-10-31	1400	A	354	A	321	A	339	A	9.6	A	9.0	A	9.2	A	15.5	A	14.5	A	15.0	A	7.3	A	7.2	A																
USGS	01474500	1977-11-01	1300	A	363	A	345	A	351	A	9.7	A	8.8	A	9.3	A	14.5	A	14.0	A	14.5	A	7.3	A	7.2	A																
USGS	01474500	1977-11-02	1260	A	379	A	364	A	373	A							15.0	A	14.5	A	15.0	A	7.2	A	7.2	A																
USGS	01474500	1977-11-03	1250	A	396	A	374	A	389	A							16.0	A	15.0	A	15.5	A	7.2	A	7.1	A																
USGS	01474500	1977-11-04	1530	A	407	A	389	A	398	A							17.0	A	16.0	A	16.5	A	7.1	A	7.0	A																
USGS	01474500	1977-11-05	1850	A	424	A	407	A	415	A							19.0	A	17.0	A	18.0	A	7.1	A	6.9	A																
USGS	01474500	1977-11-06	1630	A	426	A	411	A	417	A							18.5	A	18.0	A	18.0	A	7.1	A	6.9	A																
USGS	01474500	1977-11-07	7410	A							9.6	A	9.4	A	9.5	A	16.5	A	15.5	A	16.0	A	7.4	A	7.2	A																
USGS	01474500	1977-11-08	21600	A							9.5	A	8.6	A	9.1	A	15.5	A	14.5	A	14.5	A	7.2	A	7.0	A																
USGS	01474500	1977-11-09	12500	A																																						
USGS	01474500	1977-11-10	8090	A																																						
USGS	01474500	1977-11-11	8560	A																																						
USGS	01474500	1977-11-12	8960	A																																						
USGS	01474500	1977-11-13	6670	A																																						
USGS	01474500	1977-11-14	5240	A	204	A	196	A	199	A	12.8	A	12.3	A	12.5	A	9.0	A	8.0	A	8.5	A	7.2	A	7.1	A																
USGS	01474500	1977-11-15	4280	A	227	A	204	A	216	A	12.2	A	11.6	A	12.0	A	9.0	A	8.0	A	8.5	A	7.2	A	7.1	A																
USGS	01474500	1977-11-16	3700	A	270	A	227	A	248	A	12.5	A	11.3	A	11.6	A	9.5	A	9.0	A	9.0	A	7.2	A	7.1	A																
USGS	01474500	1977-11-17	3430	A	280	A	270	A	274	A	11.6	A	10.4	A	11.0	A	11.0	A	9.5	A	10.5	A	7.3	A	7.2	A																
USGS	01474500	1977-11-18	4870	A	293	A	277	A	286	A	11.5	A	11.2	A	11.3	A	11.5	A	10.5	A	11.0	A	7.3	A	7.1	A																
USGS	01474500	1977-11-19	3630	A	292	A	275	A	284	A	11.6	A	11.4	A	11.5	A	10.5	A	10.0	A	10.0	A	7.2	A	7.2	A																
USGS	01474500	1977-11-20	2870	A	297	A	285	A	291	A	11.8	A	11.6	A	11.7	A	10.0	A	9.5	A	9.5	A	7.3	A	7.2	A																
USGS	01474500	1977-11-21	2510	A	311	A	273	A	304	A	11.8	A	11.6	A	11.7	A	10.0	A	9.5	A	9.5	A	7.3	A	7.2	A																
USGS	01474500	1977-11-22	2440	A	316	A	272	A	293	A	11.6	A	11.4	A	11.5	A	10.0	A	9.0	A	9.5	A	7.3	A	7.2	A																
USGS	01474500	1977-11-23	4040	A	316	A	303	A	309	A	11.5	A	10.9	A	11.1	A	9.5	A	9.0	A	9.5	A	7.3	A	7.3	A																
USGS	01474500	1977-11-24	4220	A	307	A	293	A	301	A	11.3	A	10.9	A	11.1	A	10.0	A	9.0	A	9.5	A	7.3	A	7.3	A																
USGS	01474500	1977-11-25	3260	A	293	A	285	A	288	A	11.3	A	11.1	A	11.3	A	9.5	A	9.0	A	9.0	A	7.3	A	7.3	A																
USGS	01474500	1977-11-26	9460	A	298	A	218	A	265	A	11.6	A	11.0	A	11.3	A	9.5	A	7.5	A	8.5	A	7.3	A	7.1	A																
USGS	01474500	1977-11-27	6410	A	234	A	219	A	228	A	12.2	A	11.6	A	12.0	A	7.5	A	6.5	A	7.0	A	7.2	A	7.1	A																
USGS	01474500	1977-11-28	4720	A	276	A	234	A	261	A	12.4	A	12.2	A	12.3	A	6.5	A	6.0	A	6.5	A	7.3	A	7.2	A																
USGS	01474500	1977-11-29	4100	A	277	A	266	A	272	A	12.8	A	12.2	A	12.7	A	6.5	A	6.0	A	6.0	A	7.3	A	7.3	A																
USGS	01474500	1977-11-30	4460	A	272	A	255	A	262	A	12.9	A	12.7	A	12.8	A	6.5	A	6.0	A	6.0	A	7.3	A	7.3	A																
USGS	01474500	1977-12-01	13500	A	259	A	182	A	227	A	12.8	A	12.1	A	12.5	A	7.0	A	6.5	A	7.0	A	7.3	A	7.0	A																
USGS	01474500	1977-12-02	12500	A	212	A	183	A	197	A	12.4	A	12.2	A	12.3	A	7.5	A	7.0	A	7.0	A	7.1	A	7.0	A																
USGS	01474500	1977-12-03	8660	A	212	A	193	A	201	A	12.5	A	12.2	A	12.4	A	7.5	A	7.0	A	7.5	A	7.1	A	7.1	A																
USGS	01474500	1977-12-04	6710	A	225	A	194	A	206	A	12.6	A	12.5	A	12.5	A	7.5	A	7.0	A	7.0	A	7.2	A	7.1	A																
USGS	01474500	1977-12-05	5640	A	230	A	208	A	214	A	12.5	A	12.1	A	12.4	A	7.0	A	7.0	A	7.0	A	7.2	A	7.2	A																
USGS	01474500	1977-12-06	7630	A	240	A	220	A	230	A	12.5	A	12.0	A	12.3	A	7.0	A	6.0	A	6.5	A	7.3	A	7.2	A																
USGS	01474500	1977-12-07	6510	A	226	A	220	A	223	A	13.2	A	12.5	A	12.8	A	6.0	A	4.5	A	5.5	A	7.3	A	7.2	A																
USGS	01474500	1977-12-08	5020	A	236	A	223	A	229	A	13.8	A	13.3	A	13.6	A	4.5	A	4.0	A	4.0	A	7.3	A	7.2	A																
USGS	01474500	1977-12-09	4390	A	255	A	231	A	244	A	13.6	A	13.3	A	13.4	A	4.0	A	3.5	A	4.0	A	7.3	A	7.3	A																
USGS	01474500	1977-12-10	3920	A	274	A	254	A	266	A	14.1	A	13.4	A	13.8	A	3.5	A	2.0	A	3.0	A	7.4	A	7.3	A																
USGS	01474500	1977-12-11	3280	A	286	A	270	A	276	A	14.2	A	14.1	A	14.2	A	2.5	A	1.5	A	2.0	A	7.4	A	7.3	A																
USGS	01474500	1977-12-12	2890	A	303	A	282	A	292	A	14.3	A	14.1	A	14.2	A	1.5	A	1.5	A	1.5	A	7.4	A	7.3	A																
USGS	01474500	1977-12-13	2790	A	295	A	281	A	290	A	14.1	A	13.8	A	13.9	A	2.5	A	1.5	A	2.0	A	7.4	A	7.3	A																
USGS	01474500	1977-12-14	3260	A	316	A	290	A	300	A	13.8	A	13.1	A	13.5	A	4.5	A	2.5	A	3.5	A	7.3	A	7.3	A																
USGS	01474500	1977-12-15	9400	A	319	A	240	A	287	A	13.4	A	12.6	A	13.1	A	5.0	A	4.5	A	4.5	A	7.4	A	7.2	A																
USGS	01474500	1977-12-16	7470	A	246	A	233	A	239	A	13.3	A	13.1	A	13.2	A	5.5	A	4.5	A	5.0	A	7.2	A	7.2	A																
USGS	01474500	1977-12-17	6030	A	249	A	230	A	240	A	13.2	A	13.0	A	13.2	A	5.0	A	4.5	A	5.0	A	7.2	A	7.2	A																
USGS	01474500	1977-12-18	14800	A	254	A	155	A	228	A	13.0	A	12.6	A	12.9	A	5.0	A	4.0	A	5.0	A	7.3	A	6.9	A																
USGS	01474500	1977-12-19	20700	A	177	A	149	A	159	A	13.4	A	12.4	A	13.0	A	5.0	A	4.0	A	4.5	A	7.1	A	6.9	A																
USGS	01474500	1977-12-20	12300	A	205	A	178	A	191	A	13.3	A	13.1	A	13.2	A	6.0	A	5.0	A	5.5	A	7.2	A	7.1	A																
USGS	01474500	1977-12-21	19100	A	206	A	158	A	188	A	13.1	A	12.8	A	12.9	A	6.5	A	6.0	A	6.5	A	7.2	A	7.0	A																
USGS	01474500	1977-12-22	17800	A	189	A	157	A	176	A	13.3	A	12.8	A	13.1	A	6.5	A	6.0	A	6.0	A	7.1	A	7.0	A																
USGS	01474500	1977-12-23	12600	A	198	A	187	A	193	A	13.5	A	13.3	A	13.4	A	5.5	A	5.5	A	5.5	A	7.1	A	7.0	A																
USGS	01474500	1977-12-24	9610	A	209	A	197	A	202	A	13.4	A	13.2	A	13.3	A	6.0	A	5.5	A	5.5	A	7.1	A	7.1	A																
USGS	01474500	1977-12-25	8990	A	218	A	208	A	211	A	13.2	A	12.9	A	13.0	A	6.5	A	6.0	A	6.5	A	7.2	A	7.1	A																
USGS	01474500	1977-12-26	9180	A	222	A	217	A	219	A	13.4	A	12.8	A	13.1	A	6.5	A	4.5	A	5.5	A	7.3	A	7.2	A																
USGS	01474500	1977-12-27	6700	A	233	A	223	A	227	A	13.8	A	13.4	A	13.7	A	4.5	A	3.5	A	4.0	A	7.4	A	7.2	A																
USGS	01474500	1977-12-28	5730	A	242	A	232	A	239	A	14.0	A	13.8	A	13.9	A	3.5	A	2.5	A	3.0	A	7.3	A	7.2	A																
USGS	01474500	1977-12-29	4970	A	250	A	241	A	245	A	14.2	A	14.0	A	14.1	A	2.5	A	2.0	A	2.5	A	7.3	A	7.3	A																
USGS	01474500	1977-12-30	4550	A	259	A	250	A	254	A	14.1	A	13.9	A	14.0	A	3.0	A	2.0	A	2.5	A	7.3	A	7.3	A																
USGS	01474500	1977-12-31	4230	A	265	A	256	A	260	A	13.9	A	13.5	A	13.7	A	4.0	A	3.0	A	3.5	A	7.3	A	7.3	A																
