# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 09:43:49 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01482800 Delaware River at Reedy Island Jetty, DE
# -----------------------------------------------------------------------------------
#
# Data provided for site 01482800
#            TS   parameter     statistic     Description
#        118703       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118704       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118705       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118706       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118707       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118708       00400     00003     pH, water, unfiltered, field, standard units (Mean)
#        118709       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        118710       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        118711       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        118712       00010     00003     Temperature, water, degrees Celsius (Mean)
#        118713       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118714       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118715       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        214299       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        214300       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#        214301       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#
# Data-value qualification codes included in this output:
#   ***  Value unavailable.
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	118703_00095_00001	118703_00095_00001_cd	118704_00095_00002	118704_00095_00002_cd	118705_00095_00003	118705_00095_00003_cd	118706_00400_00001	118706_00400_00001_cd	118707_00400_00002	118707_00400_00002_cd	118708_00400_00003	118708_00400_00003_cd	118709_00400_00008	118709_00400_00008_cd	118710_00010_00001	118710_00010_00001_cd	118711_00010_00002	118711_00010_00002_cd	118712_00010_00003	118712_00010_00003_cd	118713_00300_00001	118713_00300_00001_cd	118714_00300_00002	118714_00300_00002_cd	118715_00300_00003	118715_00300_00003_cd	214299_63680_00001	214299_63680_00001_cd	214300_63680_00003	214300_63680_00003_cd	214301_63680_00002	214301_63680_00002_cd
USGS	01482800	1994-03-03	10700	A	3300	A	6750	A	8.1	A	7.9	A	8.0	A			2.0	A	1.2	A	1.7	A	14.9	A	12.7	A	13.4	A						
USGS	01482800	1994-03-04	9730	A	3330	A	5620	A	8.1	A	7.9	A	8.0	A			2.1	A	1.6	A	1.9	A	15.0	A	12.3	A	14.1	A						
USGS	01482800	1994-03-05	7520	A	2850	A	3880	A	8.1	A	7.6	A	8.0	A			2.5	A	1.6	A	2.1	A	12.7	A	12.1	A	12.3	A						
USGS	01482800	1994-03-06	6930	A	2430	A	3500	A	8.3	A	8.0	A	8.1	A			2.6	A	2.0	A	2.3	A	14.7	A	11.9	A	12.4	A						
USGS	01482800	1994-03-07	7830	A	2240	A	3820	A	8.3	A	8.0	A	8.1	A			3.6	A	2.3	A	2.9	A	14.8	A	11.6	A	13.4	A						
USGS	01482800	1994-03-08	5110	A	1860	A	2750	A	8.2	A	8.0	A	8.1	A			3.7	A	2.9	A	3.3	A	14.0	A	11.5	A	12.2	A						
USGS	01482800	1994-03-09	5000	A	1590	A	2450	A	8.1	A	7.9	A	8.0	A			3.5	A	2.9	A	3.1	A	14.6	A	13.3	A	14.2	A						
USGS	01482800	1994-03-10	5420	A	1140	A	2420	A	8.2	A	7.9	A	8.0	A			3.6	A	3.1	A	3.4	A	13.5	A	11.1	A	12.2	A						
USGS	01482800	1994-03-11	1530	A	473	A	935	A	7.9	A	7.6	A	7.8	A			4.4	A	3.2	A	3.7	A	12.7	A	11.7	A	12.2	A						
USGS	01482800	1994-03-12	1460	A	376	A	581	A	7.8	A	7.1	A	7.5	A			4.6	A	3.3	A	3.8	A	13.7	A	12.1	A	12.7	A						
USGS	01482800	1994-03-13	1150	A	343	A	473	A	7.5	A	7.2	A	7.3	A			4.8	A	3.8	A	4.2	A	13.5	A	12.5	A	12.9	A						
USGS	01482800	1994-03-14	540	A	302	A	415	A	7.3	A	7.2	A	7.3	A			5.5	A	4.3	A	4.7	A	13.2	A	12.5	A	12.9	A						
USGS	01482800	1994-03-15	491	A	334	A	405	A	7.2	A	7.2	A	7.2	A			5.4	A	4.6	A	5.0	A	14.1	A	12.7	A	12.9	A						
USGS	01482800	1994-03-16	594	A	365	A	450	A	7.3	A	7.2	A	7.2	A			5.5	A	4.8	A	5.1	A	13.5	A	12.6	A	12.9	A						
USGS	01482800	1994-03-17	1110	A	311	A	526	A	7.4	A	7.2	A	7.3	A			5.1	A	3.8	A	4.6	A	14.6	A	11.9	A	12.9	A						
USGS	01482800	1994-03-18	5480	A	454	A	2510	A	7.9	A	7.3	A	7.6	A			4.8	A	4.4	A	4.6	A	12.5	A	10.6	A	11.4	A						
USGS	01482800	1994-03-19	5050	A	947	A	2240	A	7.7	A	7.5	A	7.6	A			5.2	A	4.5	A	4.9	A	14.1	A	10.9	A	12.8	A						
USGS	01482800	1994-03-20	5370	A	947	A	2930	A	7.8	A	7.5	A	7.7	A			5.8	A	4.7	A	5.2	A	14.2	A	10.5	A	13.0	A						
USGS	01482800	1994-03-21	7280	A	1160	A	4630	A	8.0	A	7.6	A	7.8	A			5.7	A	5.0	A	5.3	A	12.4	A	9.4	A	10.1	A						
USGS	01482800	1994-03-22	9440	A	2020	A	5170	A	8.1	A	7.7	A	7.9	A			7.0	A	5.5	A	6.1	A	13.1	A	9.2	A	11.2	A						
USGS	01482800	1994-03-23	6970	A	1130	A	3380	A	8.0	A	7.5	A	7.7	A			8.1	A	6.1	A	6.8	A	13.0	A	11.9	A	12.6	A						
USGS	01482800	1994-03-24	6280	A	678	A	2490	A	7.8	A	7.4	A	7.6	A			8.0	A	6.7	A	7.1	A	13.0	A	9.8	A	12.4	A						
USGS	01482800	1994-03-25	3450	A	449	A	1330	A	7.6	A	7.3	A	7.4	A			8.2	A	7.0	A	7.4	A	12.6	A	9.4	A	10.4	A						
USGS	01482800	1994-03-26	873	A	300	A	564	A	7.3	A	7.2	A	7.3	A			7.9	A	6.9	A	7.4	A	13.5	A	10.5	A	12.6	A						
USGS	01482800	1994-03-27	749	A	242	A	369	A	7.3	A	7.2	A	7.2	A			7.6	A	7.1	A	7.4	A	11.3	A	10.5	A	10.8	A						
USGS	01482800	1994-03-28	351	A	153	A	264	A	7.2	A	7.1	A	7.2	A			8.0	A	7.4	A	7.7	A	12.1	A	11.1	A	11.5	A						
USGS	01482800	1994-03-29							7.2	A	7.1	A	7.1	A			8.3	A	7.5	A	7.9	A	13.8	A	11.7	A	12.7	A						
USGS	01482800	1994-03-30															8.7	A	7.8	A	8.3	A	14.3	A	11.9	A	12.8	A						
USGS	01482800	1994-03-31															8.5	A	8.0	A	8.3	A												
USGS	01482800	1994-04-01															8.9	A	8.0	A	8.5	A												
USGS	01482800	1994-04-02															10.0	A	8.1	A	8.7	A												
USGS	01482800	1994-04-03															9.7	A	8.5	A	9.0	A												
USGS	01482800	1994-04-04	170	A	125	A	139	A									10.3	A	8.8	A	9.3	A												
USGS	01482800	1994-04-05	205	A	133	A	157	A									10.0	A	8.7	A	9.2	A												
USGS	01482800	1994-04-06	173	A	120	A	149	A									10.4	A	9.2	A	9.6	A												
USGS	01482800	1994-04-07	220	A	138	A	167	A									10.6	A	9.5	A	9.9	A												
USGS	01482800	1994-04-08	265	A	122	A	199	A									10.6	A	8.7	A	9.6	A												
USGS	01482800	1994-04-09	271	A	175	A	214	A	7.1	A	6.9	A	7.0	A			10.5	A	9.0	A	9.7	A	11.3	A	10.1	A	11.0	A						
USGS	01482800	1994-04-10	216	A	147	A	176	A	7.2	A	6.9	A	7.1	A			10.8	A	9.9	A	10.4	A	10.8	A	10.0	A	10.4	A						
USGS	01482800	1994-04-11	237	A	128	A	184	A	7.4	A	7.1	A	7.3	A			11.4	A	10.2	A	10.7	A	13.1	A	9.8	A	11.9	A						
USGS	01482800	1994-04-12	229	A	198	A	221	A	7.4	A	7.3	A	7.4	A			11.0	A	10.6	A	10.7	A	13.0	A	11.2	A	11.9	A						
USGS	01482800	1994-04-13	230	A	121	A	168	A	7.4	A	7.0	A	7.2	A			11.4	A	10.5	A	10.9	A	12.1	A	10.6	A	11.5	A						
USGS	01482800	1994-04-14	161	A	121	A	136	A	7.4	A	7.1	A	7.2	A			12.8	A	10.8	A	11.6	A	12.6	A	10.6	A	11.9	A						
USGS	01482800	1994-04-15	163	A	123	A	138	A	7.5	A	7.2	A	7.3	A			12.9	A	11.6	A	12.2	A	13.6	A	11.2	A	12.8	A						
USGS	01482800	1994-04-16							7.6	A	7.4	A	7.5	A			12.9	A	12.0	A	12.4	A												
USGS	01482800	1994-04-17	428	A	175	A	279	A	7.6	A	6.9	A	7.2	A			12.7	A	12.0	A	12.3	A	11.6	A	9.8	A	10.4	A						
USGS	01482800	1994-04-18	456	A	301	A	383	A	7.1	A	6.8	A	7.0	A			13.0	A	11.9	A	12.5	A	11.9	A	10.1	A	10.9	A						
USGS	01482800	1994-04-19	973	A	182	A	308	A	7.1	A	6.8	A	7.0	A			13.7	A	12.3	A	13.0	A	11.3	A	9.1	A	10.2	A						
USGS	01482800	1994-04-20	1340	A	168	A	327	A	7.2	A	7.0	A	7.1	A			14.1	A	12.9	A	13.4	A	12.3	A	8.9	A	11.3	A						
USGS	01482800	1994-04-21	2740	A	149	A	642	A	7.4	A	7.1	A	7.2	A			14.4	A	12.9	A	13.5	A	12.2	A	8.8	A	11.2	A						
USGS	01482800	1994-04-22	4410	A	117	A	564	A	7.4	A	7.1	A	7.2	A			14.4	A	12.9	A	13.6	A	11.8	A	9.9	A	10.9	A						
USGS	01482800	1994-04-23	3870	A	147	A	510	A	7.4	A	7.0	A	7.1	A			14.6	A	13.1	A	13.7	A	11.2	A	9.0	A	10.2	A						
USGS	01482800	1994-04-24	3870	A	134	A	402	A	7.4	A	7.0	A	7.1	A			15.3	A	13.3	A	14.1	A	12.2	A	8.5	A	10.5	A						
USGS	01482800	1994-04-25	2420	A	152	A	481	A	7.2	A	6.9	A	7.0	A			15.8	A	14.0	A	14.7	A	13.6	A	8.8	A	12.4	A						
USGS	01482800	1994-04-26	3210	A	163	A	845	A	7.3	A	7.0	A	7.2	A			15.8	A	14.0	A	14.8	A	13.5	A	10.3	A	13.0	A						
USGS	01482800	1994-04-27	4300	A	131	A	919	A	7.3	A	7.0	A	7.1	A			16.2	A	14.7	A	15.4	A	13.0	A	12.2	A	12.5	A						
USGS	01482800	1994-04-28	2310	A	188	A	554	A	7.2	A	7.0	A	7.1	A			16.7	A	15.4	A	15.9	A	12.3	A	10.6	A	11.5	A						
USGS	01482800	1994-04-29	2610	A	278	A	606	A	7.2	A	7.0	A	7.1	A			16.3	A	15.6	A	15.9	A	11.7	A	10.1	A	10.9	A						
USGS	01482800	1994-04-30	2600	A	172	A	584	A	7.1	A	6.9	A	7.0	A			16.7	A	15.8	A	16.3	A	11.0	A	8.1	A	9.9	A						
USGS	01482800	1994-05-01	2750	A	306	A	645	A	7.1	A	7.0	A	7.1	A			17.0	A	15.8	A	16.6	A	10.2	A	8.2	A	9.5	A						
USGS	01482800	1994-05-02	2260	A	349	A	601	A	7.2	A	6.9	A	7.1	A			16.8	A	15.8	A	16.2	A	10.3	A	8.2	A	9.7	A						
USGS	01482800	1994-05-03	3900	A	312	A	1120	A	7.3	A	7.0	A	7.1	A			16.9	A	15.7	A	16.1	A	10.3	A	7.9	A	9.3	A						
USGS	01482800	1994-05-04	4450	A	499	A	1560	A	7.2	A	7.0	A	7.1	A			15.8	A	15.1	A	15.5	A	10.4	A	8.0	A	9.5	A						
USGS	01482800	1994-05-05	6870	A	1060	A	3210	A	7.6	A	7.2	A	7.3	A			16.5	A	15.0	A	15.6	A	10.0	A	7.3	A	8.6	A						
USGS	01482800	1994-05-06	6200	A	1250	A	3260	A	7.5	A	7.3	A	7.4	A			16.4	A	15.4	A	15.8	A	9.3	A	6.9	A	7.9	A						
USGS	01482800	1994-05-07	7830	A	1340	A	2740	A	7.4	A	7.1	A	7.3	A			15.8	A	15.1	A	15.4	A												
USGS	01482800	1994-05-08	7830	A	1330	A	3430	A	7.7	A	7.3	A	7.4	A			15.9	A	15.1	A	15.5	A												
USGS	01482800	1994-05-09	7820	A	1290	A	3490	A	7.8	A	7.4	A	7.5	A			16.5	A	15.1	A	15.6	A												
USGS	01482800	1994-05-10	8220	A	1120	A	2720	A	7.8	A	7.4	A	7.6	A			16.5	A	15.5	A	15.9	A												
USGS	01482800	1994-05-11	6700	A	1100	A	2610	A	7.8	A	7.3	A	7.5	A			16.7	A	15.4	A	16.0	A												
USGS	01482800	1994-05-12	7200	A	994	A	2820	A	7.7	A	7.4	A	7.5	A			16.8	A	15.8	A	16.2	A												
USGS	01482800	1994-05-13	4670	A	605	A	1610	A	7.6	A	7.1	A	7.4	A			16.8	A	15.5	A	16.1	A												
USGS	01482800	1994-05-14	6080	A	670	A	2610	A	7.7	A	7.4	A	7.5	A			16.6	A	15.4	A	16.1	A												
USGS	01482800	1994-05-15	6370	A	828	A	3140	A	7.6	A	7.1	A	7.3	A			17.3	A	15.9	A	16.6	A												
USGS	01482800	1994-05-16	8930	A	1800	A	4360	A	7.4	A	7.1	A	7.3	A			17.7	A	16.5	A	17.0	A												
USGS	01482800	1994-05-17	10300	A	2370	A	4910	A	7.5	A	7.1	A	7.3	A			17.3	A	16.1	A	16.6	A												
USGS	01482800	1994-05-18	12600	A	2810	A	7650	A	7.7	A	7.0	A	7.4	A			16.6	A	15.6	A	16.0	A												
USGS	01482800	1994-05-19	14200	A	4790	A	8880	A	7.5	A	7.2	A	7.4	A			16.0	A	15.3	A	15.6	A												
USGS	01482800	1994-05-20	14500	A	5680	A	9810	A	7.4	A	7.1	A	7.2	A			15.4	A	14.9	A	15.1	A												
USGS	01482800	1994-05-21	13600	A	5010	A	8740	A	7.9	A	7.1	A	7.5	A			16.6	A	14.9	A	15.5	A												
USGS	01482800	1994-05-22	13200	A	5220	A	7800	A	7.9	A	7.5	A	7.7	A			17.3	A	15.3	A	16.1	A												
USGS	01482800	1994-05-23	13000	A	5220	A	7660	A	7.8	A	7.4	A	7.6	A			18.1	A	16.1	A	16.9	A												
USGS	01482800	1994-05-24															27.7	A	16.8	A	22.1	A												
USGS	01482800	1994-05-25															27.1	A	20.6	A	23.2	A												
USGS	01482800	1994-05-26															23.9	A	19.6	A	21.6	A												
USGS	01482800	1994-05-27															20.7	A	16.0	A	17.6	A												
USGS	01482800	1994-05-28															21.3	A	13.4	A	17.8	A												
USGS	01482800	1994-05-29															23.4	A	16.3	A	19.9	A												
USGS	01482800	1994-05-30	7990	A	4890	A	6320	A	7.3	A	7.2	A	7.3	A			21.2	A	18.7	A	19.7	A	7.9	A	7.5	A	7.6	A						
USGS	01482800	1994-05-31	8670	A	4700	A	6100	A	7.4	A	7.3	A	7.4	A			21.1	A	19.5	A	20.1	A	8.0	A	7.7	A	7.9	A						
USGS	01482800	1994-06-01	8620	A	4550	A	5840	A	7.5	A	7.3	A	7.4	A			21.7	A	20.0	A	20.7	A	8.2	A	7.8	A	8.0	A						
USGS	01482800	1994-06-02	9940	A	4230	A	5870	A	7.6	A	7.4	A	7.5	A			21.3	A	20.2	A	20.7	A	8.0	A	7.8	A	7.9	A						
USGS	01482800	1994-06-03	10500	A	4290	A	6470	A	7.8	A	7.5	A	7.6	A			21.7	A	20.1	A	20.7	A	8.0	A	7.8	A	7.9	A						
USGS	01482800	1994-06-04	11100	A	4350	A	6760	A	8.0	A	7.6	A	7.7	A			22.3	A	20.4	A	21.2	A	7.9	A	7.8	A	7.9	A						
USGS	01482800	1994-06-05	13000	A	4920	A	7610	A	7.9	A	7.3	A	7.8	A			21.5	A	20.8	A	21.1	A	7.9	A	7.7	A	7.9	A						
USGS	01482800	1994-06-06	12300	A	4760	A	7320	A	7.9	A	7.6	A	7.7	A			22.2	A	20.8	A	21.5	A	7.9	A	7.6	A	7.8	A						
USGS	01482800	1994-06-07	12300	A	3780	A	6380	A	7.8	A	7.6	A	7.6	A			23.1	A	21.3	A	22.1	A	7.9	A	7.5	A	7.7	A						
USGS	01482800	1994-06-08	10600	A	4000	A	6050	A	7.6	A	7.5	A	7.5	A			23.1	A	22.0	A	22.5	A	7.7	A	7.5	A	7.6	A						
USGS	01482800	1994-06-09	11900	A	4290	A	6920	A	7.5	A	7.4	A	7.5	A			23.2	A	21.6	A	22.2	A	7.7	A	7.5	A	7.6	A						
USGS	01482800	1994-06-10	12400	A	4760	A	7320	A	7.5	A	7.3	A	7.4	A			23.1	A	22.0	A	22.5	A	7.5	A	7.3	A	7.5	A						
USGS	01482800	1994-06-11	11900	A	5420	A	7740	A	7.4	A	7.2	A	7.3	A			22.6	A	22.0	A	22.2	A	7.4	A	7.2	A	7.3	A						
USGS	01482800	1994-06-12	12500	A	5820	A	7910	A	7.4	A	7.3	A	7.3	A			22.7	A	21.9	A	22.3	A	7.4	A	7.0	A	7.3	A						
USGS	01482800	1994-06-13	11800	A	5550	A	7520	A	7.5	A	7.3	A	7.4	A			23.5	A	22.2	A	22.9	A	7.4	A	6.9	A	7.2	A						
USGS	01482800	1994-06-14	11200	A	5390	A	7410	A	7.4	A	7.3	A	7.4	A			24.6	A	22.8	A	23.5	A	7.3	A	6.8	A	7.0	A						
USGS	01482800	1994-06-15	10300	A	4950	A	6760	A	7.4	A	7.3	A	7.4	A			25.5	A	23.6	A	24.3	A	7.5	A	6.8	A	7.1	A						
USGS	01482800	1994-06-16	10400	A	5070	A	6920	A	7.4	A	7.3	A	7.4	A			25.6	A	24.3	A	24.7	A	6.9	A	6.5	A	6.7	A						
USGS	01482800	1994-06-17	11100	A	5150	A	7070	A	7.4	A	7.3	A	7.3	A			25.7	A	24.5	A	24.9	A	6.7	A	6.1	A	6.6	A						
USGS	01482800	1994-06-18	11800	A	5370	A	7220	A	7.4	A	7.2	A	7.3	A			26.6	A	24.9	A	25.5	A	6.7	A	6.2	A	6.5	A						
USGS	01482800	1994-06-19	11400	A	5080	A	6890	A	7.4	A	7.2	A	7.3	A			27.5	A	25.5	A	26.1	A	6.8	A	6.3	A	6.5	A						
USGS	01482800	1994-06-20	13300	A	5250	A	7260	A	7.5	A	7.3	A	7.3	A			27.2	A	25.8	A	26.4	A	6.7	A	6.4	A	6.5	A						
USGS	01482800	1994-06-21	13100	A	5590	A	7810	A	7.4	A	7.3	A	7.3	A			26.6	A	25.8	A	26.1	A	6.8	A	6.2	A	6.6	A						
USGS	01482800	1994-06-22	13100	A	5640	A	7670	A	7.4	A	7.2	A	7.3	A			27.1	A	26.0	A	26.4	A	7.0	A	6.2	A	6.5	A						
USGS	01482800	1994-06-23	13000	A	5940	A	8120	A	7.3	A	7.2	A	7.3	A			27.1	A	26.1	A	26.5	A	7.0	A	6.6	A	6.8	A						
USGS	01482800	1994-06-24	13700	A	6340	A	8570	A	7.3	A	7.2	A	7.3	A			27.6	A	26.2	A	26.7	A	7.0	A	6.5	A	6.8	A						
USGS	01482800	1994-06-25	13700	A	5680	A	8660	A	7.3	A	7.2	A	7.2	A			27.2	A	26.6	A	26.9	A	6.7	A	6.3	A	6.5	A						
USGS	01482800	1994-06-26	11300	A	5470	A	7480	A	7.3	A	7.1	A	7.2	A			27.1	A	26.1	A	26.6	A	6.9	A	6.2	A	6.5	A						
USGS	01482800	1994-06-27	12200	A	5490	A	7840	A	7.2	A	7.1	A	7.2	A			26.5	A	25.8	A	26.3	A	6.8	A	6.1	A	6.4	A						
USGS	01482800	1994-06-28	9470	A	4620	A	6530	A	7.1	A	7.0	A	7.1	A			26.7	A	25.8	A	26.2	A	7.1	A	6.4	A	6.7	A						
USGS	01482800	1994-06-29	10900	A	3710	A	6830	A	7.1	A	6.9	A	7.0	A			26.5	A	25.7	A	26.1	A	7.0	A	6.6	A	6.7	A						
USGS	01482800	1994-06-30	9450	A	3710	A	5950	A	7.0	A	6.8	A	6.9	A			26.6	A	25.4	A	25.8	A	7.7	A	6.7	A	7.4	A						
USGS	01482800	1994-07-01	9680	A	4310	A	5940	A	6.9	A	6.8	A	6.8	A			26.9	A	25.6	A	26.0	A	7.6	A	6.5	A	7.1	A						
USGS	01482800	1994-07-02	11200	A	4460	A	6600	A	6.8	A	6.7	A	6.7	A			26.8	A	25.7	A	26.2	A	6.9	A	6.5	A	6.7	A						
USGS	01482800	1994-07-03	10300	A	4640	A	6340	A	6.8	A	6.6	A	6.7	A			27.4	A	26.0	A	26.3	A	7.1	A	6.5	A	6.7	A						
USGS	01482800	1994-07-04	10700	A	3200	A	5690	A	7.4	A	6.6	A	7.1	A			27.5	A	25.9	A	26.4	A	6.7	A	6.1	A	6.5	A						
USGS	01482800	1994-07-05	11300	A	3570	A	5860	A	7.4	A	7.2	A	7.3	A			27.9	A	26.2	A	26.9	A	7.0	A	6.0	A	6.3	A						
USGS	01482800	1994-07-06	11300	A	3450	A	5990	A	7.4	A	7.2	A	7.3	A			28.9	A	26.9	A	27.8	A	6.7	A	6.0	A	6.3	A						
USGS	01482800	1994-07-07	11400	A	3450	A	5840	A	7.4	A	7.2	A	7.3	A			29.8	A	27.8	A	28.6	A	6.5	A	6.1	A	6.3	A						
USGS	01482800	1994-07-08	12600	A	3930	A	6820	A	7.6	A	7.2	A	7.4	A			29.4	A	27.9	A	28.6	A	9.7	A	5.9	A	7.1	A						
USGS	01482800	1994-07-09	12700	A	4450	A	7270	A	7.7	A	7.4	A	7.5	A			29.5	A	27.9	A	28.5	A	8.3	A	7.1	A	7.8	A						
USGS	01482800	1994-07-10	13500	A	4670	A	7760	A	7.7	A	7.5	A	7.6	A			29.0	A	28.1	A	28.5	A	8.2	A	7.3	A	7.7	A						
USGS	01482800	1994-07-11	13900	A	4700	A	7870	A	7.8	A	7.5	A	7.6	A			28.9	A	27.5	A	28.1	A	8.6	A	7.3	A	7.9	A						
USGS	01482800	1994-07-12	14000	A	5080	A	8650	A	7.8	A	7.5	A	7.6	A			28.4	A	27.5	A	28.0	A	8.8	A	7.2	A	7.8	A						
USGS	01482800	1994-07-13																																
USGS	01482800	1994-07-14																																
USGS	01482800	1994-07-15																																
USGS	01482800	1994-07-16	12900	A	5110	A	8200	A	7.7	A	7.5	A	7.5	A			28.9	A	28.3	A	28.5	A	7.2	A	5.9	A	6.4	A						
USGS	01482800	1994-07-17	13900	A	5390	A	7930	A	7.6	A	7.3	A	7.4	A			29.1	A	28.1	A	28.4	A	7.4	A	6.0	A	6.6	A						
USGS	01482800	1994-07-18	14900	A	5350	A	8460	A	7.6	A	7.2	A	7.4	A			28.9	A	28.0	A	28.3	A	7.7	A	6.0	A	6.5	A						
USGS	01482800	1994-07-19	14800	A	5620	A	8420	A	7.5	A	7.2	A	7.3	A			29.4	A	28.0	A	28.4	A	8.0	A	5.1	A	6.5	A						
USGS	01482800	1994-07-20	14200	A	5750	A	8170	A	7.3	A	7.1	A	7.3	A			29.5	A	28.3	A	28.7	A	6.6	A	5.1	A	6.1	A						
USGS	01482800	1994-07-21	14200	A	5880	A	7990	A	7.3	A	7.1	A	7.2	A			29.5	A	28.3	A	28.8	A	6.4	A	5.1	A	5.9	A						
USGS	01482800	1994-07-22	13000	A	4380	A	7330	A	7.2	A	7.0	A	7.1	A			29.2	A	28.4	A	28.7	A	6.4	A	5.1	A	5.7	A						
USGS	01482800	1994-07-23	11100	A	3740	A	6210	A	7.1	A	7.0	A	7.0	A			28.7	A	28.2	A	28.4	A	6.5	A	5.2	A	5.8	A						
USGS	01482800	1994-07-24	9900	A	3560	A	5650	A	7.1	A	6.9	A	6.9	A			29.1	A	28.0	A	28.5	A	6.5	A	4.9	A	5.8	A						
USGS	01482800	1994-07-25	11100	A	3660	A	6130	A	7.0	A	6.8	A	6.9	A			28.9	A	28.3	A	28.6	A	6.7	A	4.9	A	5.7	A						
USGS	01482800	1994-07-26	11600	A	4000	A	6630	A	7.5	A	6.7	A	7.0	A			28.7	A	28.1	A	28.3	A	6.6	A	4.8	A	5.7	A						
USGS	01482800	1994-07-27	9830	A	3990	A	5940	A	7.6	A	7.3	A	7.4	A			28.8	A	27.9	A	28.3	A	7.4	A	5.4	A	6.2	A						
USGS	01482800	1994-07-28	10400	A	4140	A	6030	A	7.5	A	7.3	A	7.5	A			28.2	A	27.7	A	28.0	A	6.9	A	5.6	A	6.4	A						
USGS	01482800	1994-07-29	7670	A	3340	A	4630	A	7.6	A	7.4	A	7.5	A			28.1	A	27.5	A	27.8	A	7.8	A	6.3	A	6.8	A						
USGS	01482800	1994-07-30	8600	A	3330	A	5040	A	7.5	A	7.4	A	7.5	A			28.4	A	27.6	A	28.0	A	7.8	A	6.0	A	6.9	A						
USGS	01482800	1994-07-31	8750	A	2960	A	4910	A	7.5	A	7.4	A	7.4	A			28.6	A	27.7	A	28.1	A	7.7	A	5.8	A	6.7	A						
USGS	01482800	1994-08-01	9790	A	2900	A	5630	A	7.5	A	7.3	A	7.4	A			28.9	A	27.7	A	28.1	A	8.2	A	6.2	A	7.0	A						
USGS	01482800	1994-08-02	11300	A	3190	A	6160	A	7.5	A	7.3	A	7.4	A			29.1	A	27.9	A	28.2	A	7.9	A	5.2	A	6.7	A						
USGS	01482800	1994-08-03	12200	A	3380	A	6590	A	7.5	A	7.3	A	7.4	A			29.0	A	27.9	A	28.3	A	7.9	A	5.7	A	6.7	A						
USGS	01482800	1994-08-04	14500	A	4040	A	7680	A	7.5	A	7.3	A	7.4	A			29.3	A	28.1	A	28.5	A	7.6	A	5.4	A	6.5	A						
USGS	01482800	1994-08-05	14500	A	3690	A	7320	A	7.4	A	7.3	A	7.4	A			28.5	A	27.4	A	28.1	A	6.6	A	5.4	A	6.0	A						
USGS	01482800	1994-08-06	15700	A	3650	A	8490	A	7.6	A	7.4	A	7.5	A			27.7	A	26.3	A	26.8	A	7.5	A	5.5	A	6.8	A						
USGS	01482800	1994-08-07	17100	A	5340	A	10100	A	7.6	A	7.4	A	7.5	A			27.8	A	26.2	A	26.8	A	7.3	A	5.5	A	6.4	A						
USGS	01482800	1994-08-08	16400	A	6300	A	9940	A	7.6	A	7.5	A	7.5	A			27.4	A	26.2	A	26.6	A	6.7	A	5.3	A	6.0	A						
USGS	01482800	1994-08-09	15900	A	6660	A	10100	A	7.7	A	7.5	A	7.5	A			27.4	A	26.1	A	26.6	A	7.9	A	5.6	A	6.6	A						
USGS	01482800	1994-08-10	15400	A	6660	A	9660	A	7.6	A	7.5	A	7.5	A			27.1	A	26.4	A	26.6	A	7.6	A	6.2	A	6.9	A						
USGS	01482800	1994-08-11	14300	A	6370	A	9400	A	7.6	A	7.5	A	7.5	A			26.6	A	26.0	A	26.4	A	7.5	A	6.4	A	6.8	A						
